Original_Work,Influence_Type,New_Artist,New_Song,Target_Artist,Weight
"Silent Hooves, Whispering Forest",CoverOf,Cory Wall,Partner or Pretender,Kimberly Snyder,1
"Silent Hooves, Whispering Forest",CoverOf,Hinrich Weimer,Partner or Pretender,Kimberly Snyder,1
Maria's Obeskrivna Minnen (Maria's Unwritten Memories),InStyleOf,Kimberly Snyder,Playful Improvisation,Kimberly Snyder,1
Maria's Obeskrivna Minnen (Maria's Unwritten Memories),InStyleOf,Gerald Mullins,Playful Improvisation,Kimberly Snyder,1
Maria's Obeskrivna Minnen (Maria's Unwritten Memories),InStyleOf,Kelly Stewart,Playful Improvisation,Kimberly Snyder,1
Maria's Obeskrivna Minnen (Maria's Unwritten Memories),InStyleOf,John Anderson,Playful Improvisation,Kimberly Snyder,1
Maria's Obeskrivna Minnen (Maria's Unwritten Memories),InStyleOf,Norma Huff,Playful Improvisation,Kimberly Snyder,1
Maria's Obeskrivna Minnen (Maria's Unwritten Memories),InStyleOf,Sonic Renegade,Playful Improvisation,Kimberly Snyder,1
Carols of the Silent Night,LyricalReferenceTo,Nicole Valenzuela,Verdant Silence Descends,Kimberly Snyder,1
Carols of the Silent Night,InStyleOf,Kimberly Snyder,Fair Exchange,Kimberly Snyder,1
Carols of the Silent Night,InStyleOf,Joshua Herring,Fair Exchange,Kimberly Snyder,1
Carols of the Silent Night,InStyleOf,Gerald Mullins,Fair Exchange,Kimberly Snyder,1
Carols of the Silent Night,InStyleOf,Tina Hobbs,Fair Exchange,Kimberly Snyder,1
Timelines Converge,CoverOf,Kimberly Snyder,Fair Exchange,Kimberly Snyder,1
Timelines Converge,CoverOf,Joshua Herring,Fair Exchange,Kimberly Snyder,1
Timelines Converge,CoverOf,Gerald Mullins,Fair Exchange,Kimberly Snyder,1
Timelines Converge,CoverOf,Tina Hobbs,Fair Exchange,Kimberly Snyder,1
Ethereal Afterthoughts,CoverOf,Kimberly Snyder,Fair Exchange,Kimberly Snyder,1
Ethereal Afterthoughts,CoverOf,Joshua Herring,Fair Exchange,Kimberly Snyder,1
Ethereal Afterthoughts,CoverOf,Gerald Mullins,Fair Exchange,Kimberly Snyder,1
Ethereal Afterthoughts,CoverOf,Tina Hobbs,Fair Exchange,Kimberly Snyder,1
Tanah Kita Bangkit,LyricalReferenceTo,Kimberly Snyder,Fair Exchange,Kimberly Snyder,1
Tanah Kita Bangkit,LyricalReferenceTo,Joshua Herring,Fair Exchange,Kimberly Snyder,1
Tanah Kita Bangkit,LyricalReferenceTo,Gerald Mullins,Fair Exchange,Kimberly Snyder,1
Tanah Kita Bangkit,LyricalReferenceTo,Tina Hobbs,Fair Exchange,Kimberly Snyder,1
Fair Exchange,InStyleOf,Paula Wilson,Umbrella Shuffle,Kimberly Snyder,1
Fair Exchange,InStyleOf,Steven Branch,Umbrella Shuffle,Kimberly Snyder,1
Fair Exchange,InStyleOf,Jennifer Mccoy,Umbrella Shuffle,Kimberly Snyder,1
Fair Exchange,InStyleOf,Christopher Wilson,Umbrella Shuffle,Kimberly Snyder,1
Fair Exchange,InStyleOf,Nicholas Lawrence,Umbrella Shuffle,Kimberly Snyder,1
Fair Exchange,InStyleOf,Phantom Resonance,Umbrella Shuffle,Kimberly Snyder,1
Tanah Kita Bangkit,LyricalReferenceTo,Joshua Herring,Warsaw Veins,Kimberly Snyder,1
Tanah Kita Bangkit,LyricalReferenceTo,Gerald Mullins,Warsaw Veins,Kimberly Snyder,1
Tanah Kita Bangkit,LyricalReferenceTo,Colleen Frank PhD,Warsaw Veins,Kimberly Snyder,1
Tanah Kita Bangkit,LyricalReferenceTo,Dennis Mcdowell,Warsaw Veins,Kimberly Snyder,1
Sovereign's Whisper,LyricalReferenceTo,Joshua Herring,Warsaw Veins,Kimberly Snyder,1
Sovereign's Whisper,LyricalReferenceTo,Gerald Mullins,Warsaw Veins,Kimberly Snyder,1
Sovereign's Whisper,LyricalReferenceTo,Colleen Frank PhD,Warsaw Veins,Kimberly Snyder,1
Sovereign's Whisper,LyricalReferenceTo,Dennis Mcdowell,Warsaw Veins,Kimberly Snyder,1
Fair Exchange,InterpolatesFrom,Joshua Herring,Warsaw Veins,Kimberly Snyder,1
Fair Exchange,InterpolatesFrom,Gerald Mullins,Warsaw Veins,Kimberly Snyder,1
Fair Exchange,InterpolatesFrom,Colleen Frank PhD,Warsaw Veins,Kimberly Snyder,1
Fair Exchange,InterpolatesFrom,Dennis Mcdowell,Warsaw Veins,Kimberly Snyder,1
Carols of the Silent Night,CoverOf,Joshua Herring,Warsaw Veins,Kimberly Snyder,1
Carols of the Silent Night,CoverOf,Gerald Mullins,Warsaw Veins,Kimberly Snyder,1
Carols of the Silent Night,CoverOf,Colleen Frank PhD,Warsaw Veins,Kimberly Snyder,1
Carols of the Silent Night,CoverOf,Dennis Mcdowell,Warsaw Veins,Kimberly Snyder,1
Shadows Between Us,InterpolatesFrom,Joshua Herring,Warsaw Veins,Kimberly Snyder,1
Shadows Between Us,InterpolatesFrom,Gerald Mullins,Warsaw Veins,Kimberly Snyder,1
Shadows Between Us,InterpolatesFrom,Colleen Frank PhD,Warsaw Veins,Kimberly Snyder,1
Shadows Between Us,InterpolatesFrom,Dennis Mcdowell,Warsaw Veins,Kimberly Snyder,1
Scarves and Streetlight Shadows,CoverOf,Joshua Herring,Warsaw Veins,Kimberly Snyder,1
Scarves and Streetlight Shadows,CoverOf,Gerald Mullins,Warsaw Veins,Kimberly Snyder,1
Scarves and Streetlight Shadows,CoverOf,Colleen Frank PhD,Warsaw Veins,Kimberly Snyder,1
Scarves and Streetlight Shadows,CoverOf,Dennis Mcdowell,Warsaw Veins,Kimberly Snyder,1
Timelines Converge,CoverOf,Joshua Herring,Warsaw Veins,Kimberly Snyder,1
Timelines Converge,CoverOf,Gerald Mullins,Warsaw Veins,Kimberly Snyder,1
Timelines Converge,CoverOf,Colleen Frank PhD,Warsaw Veins,Kimberly Snyder,1
Timelines Converge,CoverOf,Dennis Mcdowell,Warsaw Veins,Kimberly Snyder,1
Ethereal Afterthoughts,CoverOf,Joshua Herring,Warsaw Veins,Kimberly Snyder,1
Ethereal Afterthoughts,CoverOf,Gerald Mullins,Warsaw Veins,Kimberly Snyder,1
Ethereal Afterthoughts,CoverOf,Colleen Frank PhD,Warsaw Veins,Kimberly Snyder,1
Ethereal Afterthoughts,CoverOf,Dennis Mcdowell,Warsaw Veins,Kimberly Snyder,1
Carols of the Silent Night,CoverOf,Janine Berger,Loose Change Lullaby,Kimberly Snyder,1
Carols of the Silent Night,CoverOf,Agata Bähr-Metz,Loose Change Lullaby,Kimberly Snyder,1
Carols of the Silent Night,CoverOf,Gudrun Atzler,Loose Change Lullaby,Kimberly Snyder,1
Scarves and Streetlight Shadows,InStyleOf,Kimberly Snyder,Fragments of a Simple Girl,Kimberly Snyder,1
Scarves and Streetlight Shadows,InStyleOf,Kelly Stewart,Fragments of a Simple Girl,Kimberly Snyder,1
Scarves and Streetlight Shadows,InStyleOf,John Anderson,Fragments of a Simple Girl,Kimberly Snyder,1
Scarves and Streetlight Shadows,InStyleOf,Jeffrey Munoz PhD,Fragments of a Simple Girl,Kimberly Snyder,1
Scarves and Streetlight Shadows,InStyleOf,Thomas Salinas,Fragments of a Simple Girl,Kimberly Snyder,1
Scarves and Streetlight Shadows,InStyleOf,Robert Garcia,Fragments of a Simple Girl,Kimberly Snyder,1
Scarves and Streetlight Shadows,InStyleOf,Jillian Salazar,Fragments of a Simple Girl,Kimberly Snyder,1
Scarves and Streetlight Shadows,InStyleOf,Hinrich Weimer,Fragments of a Simple Girl,Kimberly Snyder,1
Scarves and Streetlight Shadows,InStyleOf,Luminous Fracture,Fragments of a Simple Girl,Kimberly Snyder,1
Timelines Converge,DirectlySamples,Kimberly Snyder,Fragments of a Simple Girl,Kimberly Snyder,1
Timelines Converge,DirectlySamples,Kelly Stewart,Fragments of a Simple Girl,Kimberly Snyder,1
Timelines Converge,DirectlySamples,John Anderson,Fragments of a Simple Girl,Kimberly Snyder,1
Timelines Converge,DirectlySamples,Jeffrey Munoz PhD,Fragments of a Simple Girl,Kimberly Snyder,1
Timelines Converge,DirectlySamples,Thomas Salinas,Fragments of a Simple Girl,Kimberly Snyder,1
Timelines Converge,DirectlySamples,Robert Garcia,Fragments of a Simple Girl,Kimberly Snyder,1
Timelines Converge,DirectlySamples,Jillian Salazar,Fragments of a Simple Girl,Kimberly Snyder,1
Timelines Converge,DirectlySamples,Hinrich Weimer,Fragments of a Simple Girl,Kimberly Snyder,1
Timelines Converge,DirectlySamples,Luminous Fracture,Fragments of a Simple Girl,Kimberly Snyder,1
"Silent Hooves, Whispering Forest",InStyleOf,Kimberly Snyder,Whisper My Identity,Kimberly Snyder,1
"Silent Hooves, Whispering Forest",InStyleOf,Gerald Mullins,Whisper My Identity,Kimberly Snyder,1
"Silent Hooves, Whispering Forest",InStyleOf,John Anderson,Whisper My Identity,Kimberly Snyder,1
"Silent Hooves, Whispering Forest",InStyleOf,Roy Tschentscher,Whisper My Identity,Kimberly Snyder,1
"Silent Hooves, Whispering Forest",InStyleOf,Angelina Sölzer,Whisper My Identity,Kimberly Snyder,1
"Silent Hooves, Whispering Forest",InStyleOf,Gregory Reeves,Whisper My Identity,Kimberly Snyder,1
"Silent Hooves, Whispering Forest",InStyleOf,Emily Perkins,Whisper My Identity,Kimberly Snyder,1
"Silent Hooves, Whispering Forest",InStyleOf,Kimberly Lee,Whisper My Identity,Kimberly Snyder,1
"Silent Hooves, Whispering Forest",InStyleOf,Kristina Serrano,Whisper My Identity,Kimberly Snyder,1
"Silent Hooves, Whispering Forest",InStyleOf,Melissa Johnson,Whisper My Identity,Kimberly Snyder,1
"Silent Hooves, Whispering Forest",InStyleOf,Joseph Rodriguez,Whisper My Identity,Kimberly Snyder,1
"Silent Hooves, Whispering Forest",InStyleOf,John Johnston,Whisper My Identity,Kimberly Snyder,1
"Silent Hooves, Whispering Forest",InStyleOf,Sonic Renegade,Whisper My Identity,Kimberly Snyder,1
Fair Exchange,InterpolatesFrom,Kimberly Snyder,Whisper My Identity,Kimberly Snyder,1
Fair Exchange,InterpolatesFrom,Gerald Mullins,Whisper My Identity,Kimberly Snyder,1
Fair Exchange,InterpolatesFrom,John Anderson,Whisper My Identity,Kimberly Snyder,1
Fair Exchange,InterpolatesFrom,Roy Tschentscher,Whisper My Identity,Kimberly Snyder,1
Fair Exchange,InterpolatesFrom,Angelina Sölzer,Whisper My Identity,Kimberly Snyder,1
Fair Exchange,InterpolatesFrom,Gregory Reeves,Whisper My Identity,Kimberly Snyder,1
Fair Exchange,InterpolatesFrom,Emily Perkins,Whisper My Identity,Kimberly Snyder,1
Fair Exchange,InterpolatesFrom,Kimberly Lee,Whisper My Identity,Kimberly Snyder,1
Fair Exchange,InterpolatesFrom,Kristina Serrano,Whisper My Identity,Kimberly Snyder,1
Fair Exchange,InterpolatesFrom,Melissa Johnson,Whisper My Identity,Kimberly Snyder,1
Fair Exchange,InterpolatesFrom,Joseph Rodriguez,Whisper My Identity,Kimberly Snyder,1
Fair Exchange,InterpolatesFrom,John Johnston,Whisper My Identity,Kimberly Snyder,1
Fair Exchange,InterpolatesFrom,Sonic Renegade,Whisper My Identity,Kimberly Snyder,1
Tanah Kita Bangkit,InterpolatesFrom,Kimberly Snyder,Whisper My Identity,Kimberly Snyder,1
Tanah Kita Bangkit,InterpolatesFrom,Gerald Mullins,Whisper My Identity,Kimberly Snyder,1
Tanah Kita Bangkit,InterpolatesFrom,John Anderson,Whisper My Identity,Kimberly Snyder,1
Tanah Kita Bangkit,InterpolatesFrom,Roy Tschentscher,Whisper My Identity,Kimberly Snyder,1
Tanah Kita Bangkit,InterpolatesFrom,Angelina Sölzer,Whisper My Identity,Kimberly Snyder,1
Tanah Kita Bangkit,InterpolatesFrom,Gregory Reeves,Whisper My Identity,Kimberly Snyder,1
Tanah Kita Bangkit,InterpolatesFrom,Emily Perkins,Whisper My Identity,Kimberly Snyder,1
Tanah Kita Bangkit,InterpolatesFrom,Kimberly Lee,Whisper My Identity,Kimberly Snyder,1
Tanah Kita Bangkit,InterpolatesFrom,Kristina Serrano,Whisper My Identity,Kimberly Snyder,1
Tanah Kita Bangkit,InterpolatesFrom,Melissa Johnson,Whisper My Identity,Kimberly Snyder,1
Tanah Kita Bangkit,InterpolatesFrom,Joseph Rodriguez,Whisper My Identity,Kimberly Snyder,1
Tanah Kita Bangkit,InterpolatesFrom,John Johnston,Whisper My Identity,Kimberly Snyder,1
Tanah Kita Bangkit,InterpolatesFrom,Sonic Renegade,Whisper My Identity,Kimberly Snyder,1
Carols of the Silent Night,InStyleOf,Kimberly Snyder,Whisper My Identity,Kimberly Snyder,1
Carols of the Silent Night,InStyleOf,Gerald Mullins,Whisper My Identity,Kimberly Snyder,1
Carols of the Silent Night,InStyleOf,John Anderson,Whisper My Identity,Kimberly Snyder,1
Carols of the Silent Night,InStyleOf,Roy Tschentscher,Whisper My Identity,Kimberly Snyder,1
Carols of the Silent Night,InStyleOf,Angelina Sölzer,Whisper My Identity,Kimberly Snyder,1
Carols of the Silent Night,InStyleOf,Gregory Reeves,Whisper My Identity,Kimberly Snyder,1
Carols of the Silent Night,InStyleOf,Emily Perkins,Whisper My Identity,Kimberly Snyder,1
Carols of the Silent Night,InStyleOf,Kimberly Lee,Whisper My Identity,Kimberly Snyder,1
Carols of the Silent Night,InStyleOf,Kristina Serrano,Whisper My Identity,Kimberly Snyder,1
Carols of the Silent Night,InStyleOf,Melissa Johnson,Whisper My Identity,Kimberly Snyder,1
Carols of the Silent Night,InStyleOf,Joseph Rodriguez,Whisper My Identity,Kimberly Snyder,1
Carols of the Silent Night,InStyleOf,John Johnston,Whisper My Identity,Kimberly Snyder,1
Carols of the Silent Night,InStyleOf,Sonic Renegade,Whisper My Identity,Kimberly Snyder,1
Soft Love's First Light,InStyleOf,Kimberly Snyder,Whisper My Identity,Kimberly Snyder,1
Soft Love's First Light,InStyleOf,Gerald Mullins,Whisper My Identity,Kimberly Snyder,1
Soft Love's First Light,InStyleOf,John Anderson,Whisper My Identity,Kimberly Snyder,1
Soft Love's First Light,InStyleOf,Roy Tschentscher,Whisper My Identity,Kimberly Snyder,1
Soft Love's First Light,InStyleOf,Angelina Sölzer,Whisper My Identity,Kimberly Snyder,1
Soft Love's First Light,InStyleOf,Gregory Reeves,Whisper My Identity,Kimberly Snyder,1
Soft Love's First Light,InStyleOf,Emily Perkins,Whisper My Identity,Kimberly Snyder,1
Soft Love's First Light,InStyleOf,Kimberly Lee,Whisper My Identity,Kimberly Snyder,1
Soft Love's First Light,InStyleOf,Kristina Serrano,Whisper My Identity,Kimberly Snyder,1
Soft Love's First Light,InStyleOf,Melissa Johnson,Whisper My Identity,Kimberly Snyder,1
Soft Love's First Light,InStyleOf,Joseph Rodriguez,Whisper My Identity,Kimberly Snyder,1
Soft Love's First Light,InStyleOf,John Johnston,Whisper My Identity,Kimberly Snyder,1
Soft Love's First Light,InStyleOf,Sonic Renegade,Whisper My Identity,Kimberly Snyder,1
Timelines Converge,InterpolatesFrom,Kimberly Snyder,Whisper My Identity,Kimberly Snyder,1
Timelines Converge,InterpolatesFrom,Gerald Mullins,Whisper My Identity,Kimberly Snyder,1
Timelines Converge,InterpolatesFrom,John Anderson,Whisper My Identity,Kimberly Snyder,1
Timelines Converge,InterpolatesFrom,Roy Tschentscher,Whisper My Identity,Kimberly Snyder,1
Timelines Converge,InterpolatesFrom,Angelina Sölzer,Whisper My Identity,Kimberly Snyder,1
Timelines Converge,InterpolatesFrom,Gregory Reeves,Whisper My Identity,Kimberly Snyder,1
Timelines Converge,InterpolatesFrom,Emily Perkins,Whisper My Identity,Kimberly Snyder,1
Timelines Converge,InterpolatesFrom,Kimberly Lee,Whisper My Identity,Kimberly Snyder,1
Timelines Converge,InterpolatesFrom,Kristina Serrano,Whisper My Identity,Kimberly Snyder,1
Timelines Converge,InterpolatesFrom,Melissa Johnson,Whisper My Identity,Kimberly Snyder,1
Timelines Converge,InterpolatesFrom,Joseph Rodriguez,Whisper My Identity,Kimberly Snyder,1
Timelines Converge,InterpolatesFrom,John Johnston,Whisper My Identity,Kimberly Snyder,1
Timelines Converge,InterpolatesFrom,Sonic Renegade,Whisper My Identity,Kimberly Snyder,1
"Silent Hooves, Whispering Forest",InStyleOf,Xavier Leclerc,Melodic Exposition,Kimberly Snyder,1
"Silent Hooves, Whispering Forest",InStyleOf,Rodney Hayes,Melodic Exposition,Kimberly Snyder,1
"Silent Hooves, Whispering Forest",InStyleOf,Janet Aguilar,Melodic Exposition,Kimberly Snyder,1
Tanah Kita Bangkit,InterpolatesFrom,Imelda Zaguri,Beyond Moderation,Kimberly Snyder,1
Tanah Kita Bangkit,InterpolatesFrom,Nanni Telesio,Beyond Moderation,Kimberly Snyder,1
Tanah Kita Bangkit,InterpolatesFrom,Annetta Passalacqua,Beyond Moderation,Kimberly Snyder,1
Soft Love's First Light,DirectlySamples,Rachel Jackson,Peaks of Passion,Kimberly Snyder,1
Soft Love's First Light,DirectlySamples,Denise White,Peaks of Passion,Kimberly Snyder,1
Soft Love's First Light,DirectlySamples,Roy Tschentscher,Peaks of Passion,Kimberly Snyder,1
Soft Love's First Light,DirectlySamples,Karl-August Beyer,Peaks of Passion,Kimberly Snyder,1
Soft Love's First Light,DirectlySamples,Kristina Romero,Peaks of Passion,Kimberly Snyder,1
Soft Love's First Light,DirectlySamples,Amanda Tucker,Peaks of Passion,Kimberly Snyder,1
Soft Love's First Light,DirectlySamples,Aleksandar Kohl,Peaks of Passion,Kimberly Snyder,1
Soft Love's First Light,DirectlySamples,Liquid Vortex,Peaks of Passion,Kimberly Snyder,1
Soft Love's First Light,DirectlySamples,Twilight Riders,Peaks of Passion,Kimberly Snyder,1
"Silent Hooves, Whispering Forest",InterpolatesFrom,Rachel Jackson,Peaks of Passion,Kimberly Snyder,1
"Silent Hooves, Whispering Forest",InterpolatesFrom,Denise White,Peaks of Passion,Kimberly Snyder,1
"Silent Hooves, Whispering Forest",InterpolatesFrom,Roy Tschentscher,Peaks of Passion,Kimberly Snyder,1
"Silent Hooves, Whispering Forest",InterpolatesFrom,Karl-August Beyer,Peaks of Passion,Kimberly Snyder,1
"Silent Hooves, Whispering Forest",InterpolatesFrom,Kristina Romero,Peaks of Passion,Kimberly Snyder,1
"Silent Hooves, Whispering Forest",InterpolatesFrom,Amanda Tucker,Peaks of Passion,Kimberly Snyder,1
"Silent Hooves, Whispering Forest",InterpolatesFrom,Aleksandar Kohl,Peaks of Passion,Kimberly Snyder,1
"Silent Hooves, Whispering Forest",InterpolatesFrom,Liquid Vortex,Peaks of Passion,Kimberly Snyder,1
"Silent Hooves, Whispering Forest",InterpolatesFrom,Twilight Riders,Peaks of Passion,Kimberly Snyder,1
Ethereal Afterthoughts,DirectlySamples,Kimberly Snyder,Counterpoint in Twilight,Kimberly Snyder,1
Ethereal Afterthoughts,DirectlySamples,Dennis Mcdowell,Counterpoint in Twilight,Kimberly Snyder,1
Ethereal Afterthoughts,DirectlySamples,Brandi Sutton,Counterpoint in Twilight,Kimberly Snyder,1
Stones of the Holy City,InStyleOf,Kimberly Snyder,Counterpoint in Twilight,Kimberly Snyder,1
Stones of the Holy City,InStyleOf,Dennis Mcdowell,Counterpoint in Twilight,Kimberly Snyder,1
Stones of the Holy City,InStyleOf,Brandi Sutton,Counterpoint in Twilight,Kimberly Snyder,1
"Silent Hooves, Whispering Forest",CoverOf,Violet Engines,Highway Lights,Kimberly Snyder,1
Radiant Silhouette,CoverOf,Crimson Carriage,The Road Calls Again,Kimberly Snyder,1
Radiant Silhouette,LyricalReferenceTo,The Hollow Monarchs,Farewell to the Fading Sun,Kimberly Snyder,1
Scarves and Streetlight Shadows,CoverOf,Claire Holmes,"The City Never Sleeps, But We Do",Kimberly Snyder,1
Backwards in the Saddle,InterpolatesFrom,Yong Zheng,Roots and Rhythms,Yong Zheng,1
Abandoned Melodies,LyricalReferenceTo,Yong Zheng,Roots and Rhythms,Yong Zheng,1
Starship Strut,InStyleOf,Przemysław Grupa,Andalusian Rhythm,Yong Zheng,1
Starship Strut,InStyleOf,Li Zheng,Andalusian Rhythm,Yong Zheng,1
Echoes from the Elfin Veil,InterpolatesFrom,Yong Zheng,The Whispers of Walborg,Yong Zheng,1
Echoes from the Elfin Veil,InterpolatesFrom,Yong Mao,The Whispers of Walborg,Yong Zheng,1
Devour My Heart,LyricalReferenceTo,Yong Zheng,They Won't Understand Our Vision,Yong Zheng,1
Starship Strut,CoverOf,Yong Zheng,They Won't Understand Our Vision,Yong Zheng,1
Echoes from the Elfin Veil,InterpolatesFrom,Yong Zheng,They Won't Understand Our Vision,Yong Zheng,1
Devour My Heart,InterpolatesFrom,Yong Zheng,Echoes from the Elfin Veil,Yong Zheng,1
Devour My Heart,InterpolatesFrom,Li Zheng,Echoes from the Elfin Veil,Yong Zheng,1
Devour My Heart,InterpolatesFrom,Debra Martin,Echoes from the Elfin Veil,Yong Zheng,1
Starship Strut,InterpolatesFrom,Yong Zheng,Echoes from the Elfin Veil,Yong Zheng,1
Starship Strut,InterpolatesFrom,Li Zheng,Echoes from the Elfin Veil,Yong Zheng,1
Starship Strut,InterpolatesFrom,Debra Martin,Echoes from the Elfin Veil,Yong Zheng,1
Starship Strut,CoverOf,Yan Jin,Hidden Pages of Truth,Yong Zheng,1
Starship Strut,CoverOf,Yang Peng,Hidden Pages of Truth,Yong Zheng,1
Starship Strut,CoverOf,Juan Qiao,Hidden Pages of Truth,Yong Zheng,1
Starship Strut,CoverOf,Nordic Echo,Hidden Pages of Truth,Yong Zheng,1
Starship Strut,InStyleOf,Yong Zheng,"Lifted High, His Name Divine",Yong Zheng,1
Starship Strut,InStyleOf,Jun Liang,"Lifted High, His Name Divine",Yong Zheng,1
Echoes from the Elfin Veil,CoverOf,Yong Zheng,"Lifted High, His Name Divine",Yong Zheng,1
Echoes from the Elfin Veil,CoverOf,Jun Liang,"Lifted High, His Name Divine",Yong Zheng,1
Devour My Heart,InStyleOf,Yong Zheng,"Lifted High, His Name Divine",Yong Zheng,1
Devour My Heart,InStyleOf,Jun Liang,"Lifted High, His Name Divine",Yong Zheng,1
Echoes of a Vanishing Embrace,InStyleOf,Gang Mo,Echoes of Sunrise,Yong Zheng,1
Abandoned Melodies,InStyleOf,Gang Mo,Echoes of Sunrise,Yong Zheng,1
Starship Strut,InStyleOf,Li Zheng,Distant Heartlines,Yong Zheng,1
Abandoned Melodies,InterpolatesFrom,Miranda Robinson,No Turning Back,Yong Zheng,1
Abandoned Melodies,InterpolatesFrom,Jose Martin,No Turning Back,Yong Zheng,1
Abandoned Melodies,InterpolatesFrom,Jennifer Diaz,No Turning Back,Yong Zheng,1
Abandoned Melodies,InterpolatesFrom,Yong Zheng,Echoes of a Vanishing Embrace,Yong Zheng,1
Quando Le Ore Si Fermano (When the Hours Stand Still),InStyleOf,Yong Zheng,Echoes of a Vanishing Embrace,Yong Zheng,1
Starship Strut,LyricalReferenceTo,Yong Zheng,Echoes of a Vanishing Embrace,Yong Zheng,1
Abandoned Melodies,InStyleOf,Yong Zheng,Backwards in the Saddle,Yong Zheng,1
Quando Le Ore Si Fermano (When the Hours Stand Still),LyricalReferenceTo,Yong Zheng,Backwards in the Saddle,Yong Zheng,1
Tears of Pure Joy,InterpolatesFrom,Yong Zheng,Backwards in the Saddle,Yong Zheng,1
Abandoned Melodies,InterpolatesFrom,Yan Jin,Selfie Syndrome,Yong Zheng,1
Abandoned Melodies,InterpolatesFrom,Yang Peng,Selfie Syndrome,Yong Zheng,1
Abandoned Melodies,InterpolatesFrom,Juan Qiao,Selfie Syndrome,Yong Zheng,1
Abandoned Melodies,InterpolatesFrom,Wei Liu,Selfie Syndrome,Yong Zheng,1
Quando Le Ore Si Fermano (When the Hours Stand Still),InterpolatesFrom,Yan Jin,Selfie Syndrome,Yong Zheng,1
Quando Le Ore Si Fermano (When the Hours Stand Still),InterpolatesFrom,Yang Peng,Selfie Syndrome,Yong Zheng,1
Quando Le Ore Si Fermano (When the Hours Stand Still),InterpolatesFrom,Juan Qiao,Selfie Syndrome,Yong Zheng,1
Quando Le Ore Si Fermano (When the Hours Stand Still),InterpolatesFrom,Wei Liu,Selfie Syndrome,Yong Zheng,1
Devour My Heart,DirectlySamples,Li Zheng,Whispers from the Bamboo Grove,Yong Zheng,1
They Won't Understand Our Vision,LyricalReferenceTo,Li Zheng,Whispers from the Bamboo Grove,Yong Zheng,1
Echoes from the Elfin Veil,LyricalReferenceTo,Li Zheng,Whispers from the Bamboo Grove,Yong Zheng,1
Starship Strut,InStyleOf,Debra Martin,Nordisk Ljusdans (Nordic Light Dance),Yong Zheng,1
Quando Le Ore Si Fermano (When the Hours Stand Still),InStyleOf,Debra Martin,Nordisk Ljusdans (Nordic Light Dance),Yong Zheng,1
Devour My Heart,InStyleOf,Debra Martin,Nordisk Ljusdans (Nordic Light Dance),Yong Zheng,1
They Won't Understand Our Vision,LyricalReferenceTo,Debra Martin,Nordisk Ljusdans (Nordic Light Dance),Yong Zheng,1
Echoes from the Elfin Veil,InStyleOf,Debra Martin,Nordisk Ljusdans (Nordic Light Dance),Yong Zheng,1
Starship Strut,InStyleOf,Natasha Mcdaniel,Defeat's Refrain,Yong Zheng,1
Starship Strut,InStyleOf,Henry Scott,Defeat's Refrain,Yong Zheng,1
